"主卡","交易店","交易时间","POS.ID","交易号","小票序号","税后金额","税前金额","商品交易数量","商品大类","商品小类","商品编号"
11706409468,466,2016-07-26,19,283,24,6.9,5.8974358,1,18,182,10196290
11706409468,466,2016-07-26,19,283,33,14.9,12.7350427,1,9,92,10135584
11706409468,466,2016-07-26,19,283,37,9.9,8.4615384,1,10,103,40328227
11706409468,466,2016-07-26,19,283,48,9.9,8.4615384,1,11,113,90295371
11706409468,466,2016-07-26,19,283,50,9.9,8.4615384,1,11,113,90173119
11706409468,466,2016-07-26,19,283,63,49,41.8803418,1,92,921,60235114
11706409468,466,2016-07-26,19,283,14,39.9,34.1025641,1,18,181,50317803
11706409468,466,2016-07-26,19,283,16,29.9,25.5555555,1,9,94,30242615
11706409468,466,2016-07-26,19,283,35,7.9,6.7521367,1,15,153,307849
11706409468,466,2016-07-26,19,283,52,9.9,8.4615384,1,11,113,60173111
11706409468,466,2016-07-26,19,283,59,2.9,2.4786324,1,14,143,233962
11706409468,466,2016-07-26,19,283,61,49,41.8803418,1,92,921,10343446
11706413640,466,2016-07-28,21,181,5,9.9,8.4615384,1,6,62,20243597
11706413640,466,2016-07-28,21,181,20,39.9,34.1025641,1,14,142,90191934
11706413640,466,2016-07-28,21,181,24,5.9,5.042735,1,13,131,315397
11706413640,466,2016-07-28,21,181,16,14.9,12.7350427,1,18,182,90287253
11706413640,466,2016-07-28,21,181,29,19.8,16.9230769,2,14,143,193414
11706413640,466,2016-07-28,21,181,31,19.8,16.9230769,2,13,131,60186689
11706413640,466,2016-07-28,21,182,14,4.9,4.1880341,1,14,143,60256173
11706413640,466,2016-07-28,21,182,18,6.9,5.8974358,1,18,183,90325684
11706413640,466,2016-07-28,21,181,7,9.9,8.4615384,1,10,105,65529
11706413640,466,2016-07-28,21,182,7,400,341.8803418,1,3,31,70255328
11706413640,466,2016-07-28,21,182,9,9.8,8.3760683,2,15,151,60334133
11706413640,466,2016-07-28,21,181,9,19.9,17.008547,1,7,76,70177726
11706413640,466,2016-07-28,21,181,14,7.9,6.7521367,1,14,143,10134004
11706413640,466,2016-07-28,21,181,18,29.9,25.5555555,1,15,151,40179699
11706413640,466,2016-07-28,21,181,22,9.9,8.4615384,1,14,142,30202266
11706413640,466,2016-07-28,21,182,5,349,298.2905982,1,3,31,255322
11706413640,466,2016-07-28,21,182,16,39.8,34.017094,2,15,152,10258320
11706486909,418,2016-08-28,19,43,4,29.9,25.5555555,1,6,62,20284979
11706486909,418,2016-08-28,19,43,6,29.9,25.5555555,1,6,62,80284995
11706486909,418,2016-08-28,19,43,17,14.9,12.7350427,1,16,163,30285544
11706486909,418,2016-08-28,19,43,23,7.9,6.7521367,1,15,152,60313734
11706486909,418,2016-08-28,19,43,25,7.9,6.7521367,1,18,183,10268461
11706486909,418,2016-08-28,19,43,36,99,84.6153846,1,9,94,20333418
11706486909,418,2016-08-28,19,43,10,19.9,17.008547,1,16,163,90143189
11706486909,418,2016-08-28,19,43,21,9.8,8.3760683,2,18,183,219782
11706486909,418,2016-08-28,19,43,29,19.9,17.008547,1,16,162,50285859
11706486909,418,2016-08-28,19,43,8,79,67.5213675,1,18,183,60245410
11706486909,418,2016-08-28,19,43,27,14.9,12.7350427,1,16,162,36804586
11706486909,418,2016-08-28,19,43,34,14.9,12.7350427,1,16,162,90200014
11706486909,418,2016-08-28,19,43,12,5.7,4.8717948,3,16,162,50295556
11706486909,418,2016-08-28,19,43,19,14.9,12.7350427,1,16,163,70237711
11706489807,466,2016-08-08,15,188,4,9.9,8.4615384,1,16,163,20290126
11706489807,466,2016-08-08,15,188,8,7.9,6.7521367,1,14,143,308113
11706489807,466,2016-08-08,15,188,6,14.9,12.7350427,1,16,163,30285544
11706489807,466,2016-08-08,15,188,13,9.9,8.4615384,1,15,151,80289238
11706511115,418,2016-08-28,18,174,8,400,341.8803418,1,3,31,70255328
11706511115,418,2016-08-28,18,174,4,450,384.6153846,1,3,31,80192825
11706511115,418,2016-08-28,18,174,6,349,298.2905982,1,3,31,255322
11706511115,418,2016-08-28,18,174,10,19.8,16.9230769,2,19,191,177659
11706511115,418,2016-08-28,18,174,12,10,8.5470085,1,9,92,70136203
11706511115,418,2016-08-28,18,174,17,29,24.7863247,1,9,92,60141672
11706526655,418,2016-08-06,19,23,10,19.9,17.008547,1,18,181,90160999
11706526655,418,2016-08-06,19,23,12,9.9,8.4615384,1,16,163,80237701
11706526655,418,2016-08-06,19,23,34,0.6,0.5128205,1,15,154,311460
11706526655,418,2016-08-06,19,23,41,19.9,17.008547,1,13,131,182444
11706526655,418,2016-08-06,19,23,19,1.2,1.025641,2,15,154,70311466
11706526655,418,2016-08-06,19,23,22,19.9,17.008547,1,9,91,40169054
11706526655,418,2016-08-06,19,23,24,5.8,4.9572649,2,15,154,40311463
11706526655,418,2016-08-06,19,23,26,0.6,0.5128205,1,15,154,60311462
11706526655,418,2016-08-06,19,23,29,2.9,2.4786324,1,15,154,60311462
11706526655,418,2016-08-06,19,23,37,2.9,2.4786324,1,15,154,311460
11706526655,418,2016-08-06,19,23,17,5.8,4.9572649,2,15,154,20311464
11706526655,418,2016-08-06,19,23,39,5.8,4.9572649,2,15,154,80311461
11706526655,418,2016-08-06,19,23,43,14.9,12.7350427,1,18,183,10171826
11706526655,418,2016-08-06,19,23,4,4.5,3.8461538,1,19,192,20188483
11706526655,418,2016-08-06,19,23,6,14.9,12.7350427,1,15,152,50311472
11706526655,418,2016-08-06,19,23,8,7.9,6.7521367,1,14,142,80238994
11706556797,466,2016-08-10,14,125,50,29.9,25.5555555,1,6,62,60240441
11706556797,466,2016-08-10,14,125,57,129,110.2564102,1,7,75,30281942
11706556797,466,2016-08-25,19,311,4,79.6,68.034188,4,16,163,60237698
11706556797,466,2016-08-25,19,311,6,5.9,5.042735,1,14,142,60295023
11706556797,466,2016-07-18,3,100,8,6,5.1282051,4,15,151,40155231
11706556797,466,2016-07-24,7,36,6,0.01,0.008547,1,92,921,60318538
11706556797,466,2016-08-04,21,71,4,0.01,0.008547,1,92,921,60318538
11706556797,466,2016-08-04,21,71,9,39.9,34.1025641,1,18,182,90323958
11706556797,466,2016-08-07,20,267,4,498,425.6410256,2,18,182,20181113
11706556797,466,2016-08-07,20,267,8,59,50.4273504,1,18,181,60339932
11706556797,466,2016-08-07,20,267,30,149,127.3504273,1,11,112,30269836
11706556797,466,2016-08-07,20,267,41,49.5,42.3076923,5,92,921,30330513
11706556797,466,2016-08-07,20,267,45,69,58.9743589,1,11,113,298675
11706556797,466,2016-08-10,14,125,21,20,17.094017,2,18,181,80180945
11706556797,466,2016-08-25,19,311,8,15.8,13.5042735,2,14,143,60179815
11706652669,418,2016-08-02,12,12,6,69,58.9743589,1,18,183,60322413
11706652669,418,2016-08-09,14,48,23,9.8,8.3760683,2,15,152,90270479
11706652669,418,2016-08-09,14,48,25,19.9,17.008547,1,6,62,50172881
11706652669,418,2016-08-09,14,48,32,59,50.4273504,1,9,94,40260449
11706652669,418,2016-08-09,14,48,34,5.9,5.042735,1,15,152,90313006
11706652669,418,2016-08-09,15,71,6,9.9,8.4615384,1,11,113,90295371
11706652669,418,2016-08-09,15,71,10,19.6,16.7521367,4,14,143,40256174
11706652669,418,2016-08-09,15,71,19,30,25.6410256,3,18,181,80180945
11706652669,418,2016-08-02,12,12,4,499,426.4957264,1,5,51,60298234
11706652669,418,2016-08-09,14,48,17,39.8,34.017094,2,18,182,40161086
11706652669,418,2016-08-09,14,48,19,15.8,13.5042735,2,16,164,30208918
11706652669,418,2016-08-09,14,48,36,59,50.4273504,1,12,123,10300300
11706652669,418,2016-08-09,15,71,4,47.9,40.9401709,1,11,113,190627
11706652669,418,2016-08-09,15,71,17,44.7,38.2051282,3,18,181,10180939
11706652669,418,2016-08-09,14,48,4,49,41.8803418,1,16,164,20256622
11706652669,418,2016-08-09,14,48,12,7.6,6.4957264,4,11,113,20215085
11706652669,418,2016-08-09,14,48,21,5.9,5.042735,1,15,152,90312950
11706652669,418,2016-08-09,14,48,27,19.8,16.9230769,2,13,131,60186689
11706652669,418,2016-08-02,12,12,8,14.9,12.7350427,1,18,183,40170335
11706652669,418,2016-08-09,14,48,6,34.5,29.4871794,5,18,182,10196290
11706652669,418,2016-08-09,14,48,8,14.9,12.7350427,1,15,152,50311472
11706652669,418,2016-08-09,14,48,10,4.9,4.1880341,1,14,143,40323197
11706652669,418,2016-08-09,14,48,38,9.9,8.4615384,1,9,94,169348
11706652669,418,2016-08-09,15,71,8,9.9,8.4615384,1,11,113,80295319
11706652669,418,2016-08-09,15,71,12,129,110.2564102,1,14,141,305713
11706659599,466,2016-08-25,21,79,19,19.9,17.008547,1,19,191,312493
11706659599,466,2016-08-25,21,79,32,99,84.6153846,1,11,111,90324118
11706659599,466,2016-08-25,21,78,4,3.9,3.3333333,1,19,192,40301708
11706659599,466,2016-08-25,21,78,13,23.8,20.3418803,2,11,111,30227785
11706659599,466,2016-08-25,21,78,19,4.9,4.1880341,1,19,192,307514
11706659599,466,2016-08-25,21,78,21,9.9,8.4615384,1,19,191,177659
11706659599,466,2016-08-25,21,79,6,59,50.4273504,1,9,94,20247576
11706659599,466,2016-08-25,21,79,15,13.8,11.7948717,2,18,182,60136492
11706659599,466,2016-08-25,21,79,17,29.9,25.5555555,1,15,151,40179699
11706659599,466,2016-08-25,21,79,21,69,58.9743589,1,11,113,295846
11706659599,466,2016-08-25,21,79,23,69,58.9743589,1,11,113,40295830
11706659599,466,2016-08-25,21,79,30,5.7,4.8717948,3,11,113,20215085
11706659599,466,2016-08-25,21,79,34,11.8,10.08547,2,13,131,315397
11706659599,466,2016-08-25,21,79,41,19.9,17.008547,1,14,142,70163545
11706659599,466,2016-08-25,21,78,8,19.9,17.008547,1,7,76,70177726
11706659599,466,2016-08-25,21,78,23,4.9,4.1880341,1,15,154,30289212
11706659599,466,2016-08-25,21,78,28,6.9,5.8974358,1,14,143,40286637
11706659599,466,2016-08-25,21,78,30,6.9,5.8974358,1,18,183,90325684
11706659599,466,2016-08-25,21,79,8,59,50.4273504,1,9,94,40260449
11706659599,466,2016-08-25,21,79,28,49,41.8803418,1,11,113,40295415
11706659599,466,2016-08-25,21,78,6,9.9,8.4615384,1,16,164,70023692
11706659599,466,2016-08-25,21,78,15,5.9,5.042735,1,16,163,10294610
11706659599,466,2016-08-25,21,78,17,5.9,5.042735,1,16,163,30294614
11706659599,466,2016-08-25,21,78,32,39.8,34.017094,2,18,181,30324135
11706659599,466,2016-08-25,21,79,4,4.5,3.8461538,1,19,192,20188483
11706659599,466,2016-08-25,21,79,13,149,127.3504273,1,16,164,319258
11706659599,466,2016-08-25,21,79,36,49,41.8803418,1,14,141,80300815
11706665836,466,2016-08-20,25,204,4,14.9,12.7350427,1,14,141,30311270
11706665836,466,2016-08-20,25,204,6,39.9,34.1025641,1,7,76,40177742
11706665836,466,2016-08-20,25,204,8,29.9,25.5555555,1,9,94,10221317
11706665836,466,2016-08-20,25,204,13,7.9,6.7521367,1,14,141,30191673
11706665836,466,2016-08-20,25,204,15,15.8,13.5042735,2,15,151,40289264
11706666417,466,2016-07-09,14,162,8,50,42.7350427,1,9,91,30279944
11706666417,466,2016-07-09,14,162,15,40,34.1880341,4,9,92,10104460
11706666417,466,2016-07-09,14,162,17,20,17.094017,1,9,91,20169074
11706666417,466,2016-07-09,14,162,19,29.9,25.5555555,1,9,94,70195754
11706666417,466,2016-07-09,14,162,30,29.9,25.5555555,1,9,92,70104462
11706666417,466,2016-07-09,14,162,32,29.9,25.5555555,1,9,92,30104464
11706666417,466,2016-07-09,14,162,13,29,24.7863247,1,9,91,279945
11706666417,466,2016-07-09,14,162,23,7.9,6.7521367,1,9,94,70215530
11706666417,466,2016-07-09,14,162,34,29.9,25.5555555,1,9,92,60120801
11706666417,466,2016-07-09,14,162,4,14.9,12.7350427,1,18,183,10171826
11706666417,466,2016-07-09,14,162,6,99,84.6153846,1,3,33,217900
11706666417,466,2016-07-09,14,162,21,29.9,25.5555555,1,9,94,50302646
11706666417,466,2016-07-09,14,162,28,7.9,6.7521367,1,14,143,308113
11706666417,466,2016-07-09,14,162,36,29.9,25.5555555,1,9,92,50104463
11706666417,466,2016-07-09,14,162,38,5.9,5.042735,1,13,131,315397
11706666417,466,2016-07-09,14,162,43,3.9,3.3333333,1,6,62,90165421
11706666417,466,2016-07-09,14,162,45,19.9,17.008547,1,18,181,90160999
11706668776,418,2016-08-15,17,253,4,11.9,10.1709401,1,11,111,90173336
11706730558,418,2016-07-29,17,278,5,14.9,12.7350427,1,14,142,50191907
11706730558,418,2016-07-29,17,278,11,7.9,6.7521367,1,14,141,30191673
11706730558,418,2016-07-29,17,279,5,17.9,15.2991452,1,14,141,60171329
11706730558,418,2016-07-29,17,279,20,9.9,8.4615384,1,18,182,60136492
11706730558,418,2016-07-29,17,279,26,5.8,4.9572649,2,15,154,60311462
11706730558,418,2016-07-29,17,279,28,179.4,153.3333333,6,18,182,60290365
11706735136,833,2016-07-13,11,335,12,7.9,6.7521367,1,15,155,70288324
11706735136,833,2016-07-13,11,335,20,7.9,6.7521367,1,9,94,70215530
11706735136,833,2016-07-13,11,335,4,3.9,3.3333333,1,19,192,40301708
11706735136,833,2016-07-13,11,335,6,39.9,34.1025641,1,10,107,60077341
11706735136,833,2016-07-13,11,335,14,9.9,8.4615384,1,14,142,60208479
11706735136,833,2016-07-13,11,335,18,19.8,16.9230769,2,10,105,30240503
11706735136,833,2016-07-13,11,335,8,13.8,11.7948717,2,15,155,60158945
11706735136,833,2016-07-13,11,335,16,9.9,8.4615384,1,10,105,60240506
11706735136,833,2016-07-13,11,335,10,9.8,8.3760683,2,7,76,90271092
11706740442,418,2016-07-31,15,90,18,9.9,8.4615384,1,15,155,40179835
11706740442,418,2016-07-31,15,90,26,29.9,25.5555555,1,15,151,40179699
11706740442,418,2016-07-31,15,90,7,49,41.8803418,1,14,141,10257801
11706740442,418,2016-07-31,15,90,24,39.8,34.017094,2,15,151,30166051
11706740442,418,2016-07-31,15,90,9,39.8,34.017094,2,15,153,60177661
11706740442,418,2016-07-31,15,90,11,7.9,6.7521367,1,14,142,80238994
11706740442,418,2016-08-13,18,76,6,59,50.4273504,1,7,76,60213174
11706740442,418,2016-07-31,15,90,5,4.5,3.8461538,1,19,192,20188483
11706740442,418,2016-07-31,15,90,13,19.9,17.008547,1,14,141,219819
11706740442,418,2016-07-31,15,90,20,199,170.08547,1,14,141,20270152
11706740442,418,2016-07-31,15,90,22,79.6,68.034188,4,15,151,60282997
11706740442,418,2016-08-13,18,76,4,49,41.8803418,1,14,142,80163408
11706750781,418,2016-07-08,18,226,4,14.9,12.7350427,1,18,183,10171826
11706750781,418,2016-07-08,18,226,8,3.9,3.3333333,1,6,62,60165615
11706750781,418,2016-07-08,18,226,6,9,7.6923076,1,16,163,40176115
11706761694,418,2016-07-20,17,254,10,4.9,4.1880341,1,18,183,20219781
11706761694,418,2016-07-17,21,118,4,9.9,8.4615384,1,9,92,30169728
11706761694,418,2016-07-17,21,118,8,79,67.5213675,1,10,101,40310190
11706761694,418,2016-07-17,21,118,10,59,50.4273504,1,18,183,10276734
11706761694,418,2016-07-20,16,266,4,149,127.3504273,1,92,921,50313584
11706761694,418,2016-07-20,17,254,4,46.9,40.08547,1,6,62,80288192
11706761694,418,2016-07-20,17,254,8,19.9,17.008547,1,18,183,60189664
11706761694,418,2016-07-17,21,118,6,7.9,6.7521367,1,16,162,50308224
11706761694,418,2016-07-20,17,254,6,3.8,3.2478632,2,11,113,20215085
11706767574,418,2016-07-07,15,288,4,9.9,8.4615384,1,92,921,60282327
11706767574,418,2016-07-07,15,288,6,11.8,10.08547,2,10,103,30303680
11706767574,418,2016-07-07,15,288,8,9.9,8.4615384,1,10,105,65529
11706862921,466,2016-07-26,24,97,9,7.9,6.7521367,1,14,143,10134004
11706862921,466,2016-07-26,24,97,14,9.9,8.4615384,1,10,105,65529
11706862921,466,2016-07-26,24,97,22,19.9,17.008547,1,15,154,40174215
11706862921,466,2016-07-26,24,97,24,14.9,12.7350427,1,18,182,90287253
11706862921,466,2016-07-26,24,97,29,3.9,3.3333333,1,15,151,20213982
11706862921,466,2016-07-26,24,97,7,14.5,12.3931623,5,16,163,50333596
11706862921,466,2016-07-26,24,97,18,23.9,20.4273504,1,6,62,60240441
11706862921,466,2016-07-26,24,97,5,199,170.08547,1,4,44,80285184
11706862921,466,2016-07-26,24,97,16,9.9,8.4615384,1,6,62,20243597
11706862921,466,2016-07-26,24,97,20,3.9,3.3333333,1,7,76,50247749
11706880197,418,2016-08-20,14,209,8,7.9,6.7521367,1,14,142,80149554
11706880197,418,2016-08-20,14,209,12,7.9,6.7521367,1,16,162,50308224
11706880197,418,2016-08-20,14,209,6,14.9,12.7350427,1,15,152,30291922
11706880197,418,2016-08-20,14,209,10,9.9,8.4615384,1,6,62,20243597
11706880197,418,2016-08-20,14,209,19,7.9,6.7521367,1,16,164,80297422
11706880197,418,2016-08-20,14,209,4,9.9,8.4615384,1,16,164,60179504
11706880197,418,2016-08-20,14,209,17,6.9,5.8974358,1,18,182,40240404
11706899307,833,2016-08-06,28,163,6,29.9,25.5555555,1,10,103,40311279
11706899307,833,2016-08-06,28,163,8,4.9,4.1880341,1,15,152,90270479
11706899307,833,2016-08-06,28,163,4,19.9,17.008547,1,92,921,80330515
11706899307,833,2016-08-06,28,163,10,19.9,17.008547,1,10,101,90305940
11706899307,833,2016-08-06,28,163,12,19.9,17.008547,1,16,164,30187567
11706899307,833,2016-08-06,28,163,14,9.9,8.4615384,1,10,105,30240503
11706915988,466,2016-08-06,13,99,26,7.9,6.7521367,1,14,143,10134004
9997090857,466,2016-07-20,18,350,4,49,41.8803418,1,92,921,323062
9997090857,466,2016-07-20,18,350,6,99,84.6153846,1,9,94,30169342
9997090857,466,2016-07-20,18,350,13,4.9,4.1880341,1,19,192,40307512
9997090857,466,2016-07-20,18,350,21,149,127.3504273,1,11,112,30269836
9997090857,466,2016-07-20,18,350,28,39.9,34.1025641,1,11,111,20173269
9997090857,466,2016-08-02,24,60,6,129,110.2564102,1,15,154,30278355
9997090857,466,2016-07-20,18,350,8,39.9,34.1025641,1,18,181,267221
9997090857,466,2016-07-20,18,350,17,49,41.8803418,1,3,31,40325078
9997090857,466,2016-07-20,18,350,23,249,212.8205128,1,11,111,227782
9997090857,466,2016-08-02,24,60,4,19.9,17.008547,1,16,163,80253258
9997090857,466,2016-08-02,24,60,8,7.9,6.7521367,1,16,162,90308222
9997090857,466,2016-07-20,18,350,15,9.9,8.4615384,1,9,92,30169728
9997090857,466,2016-07-20,18,350,19,19.9,17.008547,1,11,113,30295270
11706113277,58,2016-07-14,14,297,16,4.9,4.1880341,1,14,143,40323197
11706113277,58,2016-07-14,14,297,18,19.8,16.9230769,2,15,151,80289238
11706113277,58,2016-07-15,14,19,6,19.8,16.9230769,2,14,143,30213547
11706113277,58,2016-07-15,14,19,10,5.8,4.9572649,2,19,192,30188722
11706113277,58,2016-07-14,14,297,4,15.8,13.5042735,2,14,143,60179815
11706113277,58,2016-07-14,14,297,8,8,6.8376068,2,18,181,10180883
11706113277,58,2016-07-14,14,297,12,11.8,10.08547,2,18,181,60180885
11706113277,58,2016-07-14,14,297,22,10,8.5470085,1,18,181,80180945
11706113277,58,2016-07-14,14,297,24,19.9,17.008547,1,18,181,70180875
11706113277,58,2016-07-14,14,297,6,4,3.4188034,1,18,181,30317795
11706113277,58,2016-07-14,14,297,10,5.9,5.042735,1,18,181,40317808
11706113277,58,2016-07-14,14,297,14,15.8,13.5042735,2,15,151,70137311
11706113277,58,2016-07-14,14,297,20,29.8,25.4700854,2,18,182,90287253
11706113277,58,2016-07-14,14,297,30,9.9,8.4615384,1,14,143,30213547
11706113277,58,2016-07-14,14,297,32,7.9,6.7521367,1,15,152,322473
11706113277,58,2016-07-15,14,19,4,69,58.9743589,1,3,32,10326178
11706113277,58,2016-07-15,14,19,14,9.9,8.4615384,1,10,105,60240506
11706113277,58,2016-07-14,14,297,26,19.9,17.008547,1,18,181,90180940
11706113277,58,2016-07-14,14,297,28,7.9,6.7521367,1,14,143,308113
11706113277,58,2016-07-15,14,19,8,5.8,4.9572649,2,19,192,30188722
11706113277,58,2016-07-15,14,19,12,39.8,34.017094,2,10,101,203470
11706113277,58,2016-07-15,14,19,16,9.9,8.4615384,1,10,105,30240503
11706113277,58,2016-07-15,14,19,18,19.9,17.008547,1,16,164,60154551
11706113788,466,2016-08-10,25,60,17,9.9,8.4615384,1,10,105,30240503
11706113788,466,2016-08-10,25,60,6,19,16.2393162,1,17,171,50311844
11706113788,466,2016-08-10,25,60,19,5.9,5.042735,1,15,151,60258916
11706113788,466,2016-08-10,25,60,21,9.5,8.1196581,5,11,113,20215085
11706113788,466,2016-08-10,25,60,4,98,83.7606837,2,11,112,40282724
11706113788,466,2016-08-10,25,60,8,4.9,4.1880341,1,10,108,40320467
11706113788,466,2016-08-10,25,60,13,179,152.9914529,1,9,93,70264356
11706113788,466,2016-08-10,25,60,15,7.9,6.7521367,1,92,921,330492
11706121873,418,2016-07-31,10,74,5,13.8,11.7948717,2,18,182,10196290
11706121873,418,2016-07-31,10,74,7,6.9,5.8974358,1,14,142,30163302
11706121873,418,2016-07-31,10,74,9,7,5.9829059,1,14,141,90291325
11706121873,418,2016-07-31,10,74,11,7.9,6.7521367,1,14,141,30191673
11706237436,424,2016-07-27,13,142,7,129,110.2564102,1,11,111,20314387
11706237436,424,2016-07-27,13,142,5,19.8,16.9230769,2,15,155,40280541
11706250603,466,2016-07-30,17,239,9,11.8,10.08547,2,13,131,315397
11706250603,466,2016-07-30,17,239,7,9.9,8.4615384,1,6,62,20243597
11706250603,466,2016-07-30,17,239,5,129,110.2564102,1,4,42,10246469
11706250603,466,2016-07-30,17,239,14,39.9,34.1025641,1,18,181,267221
11706265737,418,2016-07-15,15,194,40,60,51.2820512,4,3,31,80217977
11706265737,418,2016-07-15,15,194,42,1299,1110.25641,1,4,41,249557
11706265737,418,2016-07-21,15,161,20,7,5.9829059,1,9,91,10192961
11706265737,418,2016-07-21,15,161,24,8,6.8376068,1,95,951,20000141
11706265737,418,2016-07-28,17,271,5,80,68.3760683,1,95,951,10000561
11706265737,418,2016-07-28,17,271,9,120,102.5641025,1,95,951,10000561
11706265737,418,2016-07-28,17,271,11,14.9,12.7350427,1,15,152,50311472
11706265737,418,2016-07-28,17,271,18,2.9,2.4786324,1,15,154,70311466
11706265737,418,2016-07-28,17,271,20,3,2.5641025,1,7,76,90271092
11706265737,418,2016-08-05,17,247,17,39,33.3333333,1,95,951,78610400
11706265737,418,2016-08-05,17,247,27,39,33.3333333,1,95,951,78610400
11706265737,418,2016-08-05,17,247,29,29,24.7863247,1,12,121,40217130
11706265737,418,2016-08-05,17,247,36,45,38.4615384,1,19,191,90224114
11706265737,418,2016-08-05,17,247,46,39,33.3333333,1,95,951,78610400
11706265737,418,2016-08-12,14,134,4,299,255.5555555,1,4,43,218023
11706265737,418,2016-08-12,14,134,17,19,16.2393162,1,95,951,20000141
11706265737,418,2016-08-12,14,134,27,9.9,8.4615384,10,15,154,80311461
11706265737,418,2016-08-12,14,134,36,5.94,5.076923,6,15,154,50311467
11706265737,418,2016-08-12,14,134,39,12.87,11,13,15,154,60311462
11706265737,418,2016-08-14,12,110,8,20,17.094017,1,95,951,20000141
11706265737,418,2016-08-14,12,110,10,5,4.2735042,1,95,951,20000141
11706265737,418,2016-08-14,12,110,26,5,4.2735042,1,95,951,20000141
11706265737,418,2016-08-14,12,110,39,32,27.3504273,1,11,113,40295415
11706265737,466,2016-08-08,6,172,4,9,7.6923076,6,15,151,40155231
11706265737,466,2016-08-08,6,172,11,5.7,4.8717948,3,15,151,20155232
11706265737,466,2016-08-08,6,172,13,9.8,8.3760683,2,7,76,30176366
11706265737,466,2016-08-08,6,172,15,47.9,40.9401709,1,11,113,190613
11706265737,466,2016-08-08,6,172,17,5,4.2735042,1,15,152,10261935
11706265737,466,2016-08-08,6,172,26,5,4.2735042,1,15,152,10261935
11706265737,418,2016-07-15,15,194,17,2.9,2.4786324,1,15,154,60311462
11706265737,418,2016-07-15,15,194,29,19.9,17.008547,1,7,76,20201899
11706265737,418,2016-07-15,15,194,44,599,511.9658119,1,18,182,267607
11706265737,418,2016-07-15,15,194,57,99,84.6153846,1,2,22,10243300
11706265737,418,2016-07-21,15,161,6,20,17.094017,1,95,951,20000141
11706265737,418,2016-07-21,15,161,8,9,7.6923076,1,2,21,20167490
11706265737,418,2016-07-21,15,161,18,119,101.7094017,1,8,82,50162212
